[INFO ] 2023-01-31T06:59:37,859Z [Test worker] internal.TestCordappImpl. - Generating CorDapp jar from local project in /Users/peter.li/Desktop/obligation-cordapp/workflows ... {}
checkpoint.timestamp: 
    2023-01-31T07:08:33.643Z
    2023-01-31T07:08:33.644Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.644Z
  Event: EnterSubFlow(subFlowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.649Z
  Event: Suspend(ioRequest=SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=85F6C6CF64868F70037CA2C6CA9FEA6EACE859A31BBC357A1324A3A5285B070C}, shouldRetrySend=false), maySkipCheckpoint=false, fiber=13E3226CE4C72E99467A39AAEF3D4C45C83A22FE3021F6945E2A5E5F95D6CBED, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[22fcb1c3-b5fb-4384-a563-f056a848c9bf], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Invocation, sessionId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-5120188446144110538)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=accounts-workflows-1.0), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-2879998342928925846), deduplicationSeed=R--5120188446144110538-8166144839349113546), SessionId(toLong=-5366150003449329455)=Uninitiated(destination=O=Mock Company 3, L=London, C=GB, initiatingSubFlow=Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), sourceSessionId=SessionId(toLong=-5366150003449329455), additionalEntropy=-6169107910265396549)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=3, numberOfCommits=4), flowState=Started(flowIORequest=SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=85F6C6CF64868F70037CA2C6CA9FEA6EACE859A31BBC357A1324A3A5285B070C}, shouldRetrySend=false), frozenFiber=13E3226CE4C72E99467A39AAEF3D4C45C83A22FE3021F6945E2A5E5F95D6CBED), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=SendAndReceive, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@35b19650])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@35b19650])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@35b19650]
    []
checkpoint.flowState.flowIORequest: 
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5120188446144110538))])
    SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=85F6C6CF64868F70037CA2C6CA9FEA6EACE859A31BBC357A1324A3A5285B070C}, shouldRetrySend=false)
checkpoint.flowState.frozenFiber.hash: 
    D38478FF707B110750CD6AC04200B119FCA04BEDAD9BA1AA138ECBF6B33F3796
    13E3226CE4C72E99467A39AAEF3D4C45C83A22FE3021F6945E2A5E5F95D6CBED
checkpoint.checkpointState.numberOfSuspends: 
    2
    3
checkpoint.checkpointState.numberOfCommits: 
    3
    4
checkpoint.timestamp: 
    2023-01-31T07:08:33.644Z
    2023-01-31T07:08:33.647Z
isFlowResumed: 
    true
    false
numberOfCommits: 
    3
    4


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.650Z
  Event: DoRemainingWork
  Actions: 
    SendMultiple(sendInitial=[SendInitial(destination=O=Mock Company 3, L=London, C=GB, initialise=InitialSessionMessage(initiatorSessionId=SessionId(toLong=-5366150003449329455), initiationEntropy=-6169107910265396549, initiatorFlowClassName=net.corda.samples.obligation.flows.IOUSettleFlow, appName=<unknown>, firstPayload=class net.corda.core.serialization.SerializedBytes), deduplicationId=SenderDeduplicationId(deduplicationId=DeduplicationId(toString=N-R--5366150003449329455--6169107910265396549-3-0), senderUUID=6085e859-0547-41f5-8009-8ac07555639a))], sendExisting=[])
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.flowState.flowIORequest: 
    SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=85F6C6CF64868F70037CA2C6CA9FEA6EACE859A31BBC357A1324A3A5285B070C}, shouldRetrySend=false)
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))])
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455): 
    Uninitiated(destination=O=Mock Company 3, L=London, C=GB, initiatingSubFlow=Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), sourceSessionId=SessionId(toLong=-5366150003449329455), additionalEntropy=-6169107910265396549)
    Initiating(bufferedMessages=[], rejectionError=null, deduplicationSeed=R--5366150003449329455--6169107910265396549)
checkpoint.timestamp: 
    2023-01-31T07:08:33.647Z
    2023-01-31T07:08:33.649Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.671Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-5120188446144110538), payload=net.corda.node.services.statemachine.EndSessionMessage@2a9a85ce), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    []
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb]
checkpoint.checkpointState.sessions.SessionId(toLong=-5120188446144110538).receivedMessages.isEmpty: 
    true
    false
checkpoint.checkpointState.sessionsToBeClosed: 
    []
    [SessionId(toLong=-5120188446144110538)]
checkpoint.timestamp: 
    2023-01-31T07:08:33.649Z
    2023-01-31T07:08:33.671Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.671Z
  Event: DoRemainingWork
  Actions: 
    RemoveSessionBindings(sessionIds=[SessionId(toLong=-5120188446144110538)])
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.sessions.SessionId(toLong=-5120188446144110538): 
    Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=accounts-workflows-1.0), receivedMessages=[net.corda.node.services.statemachine.EndSessionMessage@2a9a85ce], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-2879998342928925846), deduplicationSeed=R--5120188446144110538-8166144839349113546)
    null
checkpoint.checkpointState.sessionsToBeClosed: 
    [SessionId(toLong=-5120188446144110538)]
    []


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.673Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-5366150003449329455), payload=ConfirmSessionMessage(initiatedSessionId=SessionId(toLong=-8071260149716765667), initiatedFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>))), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb]
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7]
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455): 
    Initiating(bufferedMessages=[], rejectionError=null, deduplicationSeed=R--5366150003449329455--6169107910265396549)
    Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-8071260149716765667), deduplicationSeed=R--5366150003449329455--6169107910265396549)
checkpoint.timestamp: 
    2023-01-31T07:08:33.671Z
    2023-01-31T07:08:33.673Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.673Z
  Event: DoRemainingWork
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
null

 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.674Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-5366150003449329455), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5dd52523, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7]
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5dd52523]
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455).receivedMessages.isEmpty: 
    true
    false
checkpoint.timestamp: 
    2023-01-31T07:08:33.673Z
    2023-01-31T07:08:33.674Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.674Z
  Event: DoRemainingWork
  Actions: 
    CreateTransaction
  Continuation: Resume(result=class java.util.LinkedHashMap)
  Diff between previous and next state:
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455).receivedMessages.isEmpty: 
    false
    true
isFlowResumed: 
    false
    true


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.678Z
  Event: Suspend(ioRequest=SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=2A8BD9FC79E810170F0C13B73B96DCCFABD817F669EC7E084F8A3FAB021EBB82}, shouldRetrySend=false), maySkipCheckpoint=false, fiber=676EBA282EA52AB950831FCE7B30387BAD127F8DA492617AB930D450FC0B3281, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[22fcb1c3-b5fb-4384-a563-f056a848c9bf], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Invocation, sessionId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-5366150003449329455)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-8071260149716765667), deduplicationSeed=R--5366150003449329455--6169107910265396549)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=4, numberOfCommits=5), flowState=Started(flowIORequest=SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=2A8BD9FC79E810170F0C13B73B96DCCFABD817F669EC7E084F8A3FAB021EBB82}, shouldRetrySend=false), frozenFiber=676EBA282EA52AB950831FCE7B30387BAD127F8DA492617AB930D450FC0B3281), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=SendAndReceive, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5dd52523])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5dd52523])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5623ecdb, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@2f9747a7, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@5dd52523]
    []
checkpoint.flowState.flowIORequest: 
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))])
    SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=2A8BD9FC79E810170F0C13B73B96DCCFABD817F669EC7E084F8A3FAB021EBB82}, shouldRetrySend=false)
checkpoint.flowState.frozenFiber.hash: 
    13E3226CE4C72E99467A39AAEF3D4C45C83A22FE3021F6945E2A5E5F95D6CBED
    676EBA282EA52AB950831FCE7B30387BAD127F8DA492617AB930D450FC0B3281
checkpoint.checkpointState.numberOfSuspends: 
    3
    4
checkpoint.checkpointState.numberOfCommits: 
    4
    5
checkpoint.timestamp: 
    2023-01-31T07:08:33.674Z
    2023-01-31T07:08:33.677Z
isFlowResumed: 
    true
    false
numberOfCommits: 
    4
    5


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.679Z
  Event: DoRemainingWork
  Actions: 
    SendMultiple(sendInitial=[], sendExisting=[SendExisting(peerParty=O=Mock Company 3, L=London, C=GB, message=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-8071260149716765667), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationId=SenderDeduplicationId(deduplicationId=DeduplicationId(toString=N-R--5366150003449329455--6169107910265396549-4-0), senderUUID=6085e859-0547-41f5-8009-8ac07555639a))])
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.flowState.flowIORequest: 
    SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=2A8BD9FC79E810170F0C13B73B96DCCFABD817F669EC7E084F8A3FAB021EBB82}, shouldRetrySend=false)
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))])
checkpoint.timestamp: 
    2023-01-31T07:08:33.677Z
    2023-01-31T07:08:33.679Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.993Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-5366150003449329455), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@3eee0fda, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    []
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@3eee0fda]
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455).receivedMessages.isEmpty: 
    true
    false
checkpoint.timestamp: 
    2023-01-31T07:08:33.679Z
    2023-01-31T07:08:33.993Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.993Z
  Event: DoRemainingWork
  Actions: 
    CreateTransaction
  Continuation: Resume(result=class java.util.LinkedHashMap)
  Diff between previous and next state:
checkpoint.checkpointState.sessions.SessionId(toLong=-5366150003449329455).receivedMessages.isEmpty: 
    false
    true
isFlowResumed: 
    false
    true


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.994Z
  Event: LeaveSubFlow
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
checkpoint.timestamp: 
    2023-01-31T07:08:33.993Z
    2023-01-31T07:08:33.994Z


 --- Transition of flow [22fcb1c3-b5fb-4384-a563-f056a848c9bf] ---
  Timestamp: 2023-01-31T07:08:33.997Z
  Event: Suspend(ioRequest=Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=8C56A564DD55409F8334D8F5ADE1503A634CEF4A8EF50C3C248AC67674699983}), maySkipCheckpoint=false, fiber=3B3C56BC9D59FDA411F35B57FFBBA60002C78B7D4DCC944748CE90686469B836, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[22fcb1c3-b5fb-4384-a563-f056a848c9bf], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Invocation, sessionId=a44904ba-ec75-4986-be2c-5a017403c704, timestamp: 2023-01-31T07:08:33.182Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-5366150003449329455)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=-8071260149716765667), deduplicationSeed=R--5366150003449329455--6169107910265396549)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=C516E48A6E6E70A0AB3D8BD39F2350C2FEFECFE936F017EBB2142877462D44D3), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=5, numberOfCommits=6), flowState=Started(flowIORequest=Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-5366150003449329455))=8C56A564DD55409F8334D8F5ADE1503A634CEF4A8EF50C3C248AC67674699983}), frozenFiber=3B3C56BC9D59FDA411F35B57FFBBA60002C78B7D4DCC944748CE90686469B836), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=Send, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@3eee0fda])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@3eee0fda])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@3eee0fda]
    []
checkpoint.flowState.flowIORequest: 
